Title,Element Name,Data Value
Economics Teachers - Postsecondary,Investigative,5.53
Economics Teachers - Postsecondary,Artistic,3.06
Economics Teachers - Postsecondary,Social,6.22
Economics Teachers - Postsecondary,Enterprising,3.39
Economics Teachers - Postsecondary,Conventional,3.88
Geography Teachers - Postsecondary,Realistic,3.43
Geography Teachers - Postsecondary,Investigative,5.76
Geography Teachers - Postsecondary,Artistic,3.66
Geography Teachers - Postsecondary,Social,6.66
Geography Teachers - Postsecondary,Enterprising,2.53
Geography Teachers - Postsecondary,Conventional,3.69
Political Science Teachers - Postsecondary,Realistic,2.11
Political Science Teachers - Postsecondary,Investigative,5.46
Political Science Teachers - Postsecondary,Artistic,3.61
Political Science Teachers - Postsecondary,Social,6.75
Political Science Teachers - Postsecondary,Enterprising,3.21
Political Science Teachers - Postsecondary,Conventional,3.16
Psychology Teachers - Postsecondary,Realistic,2.13
Psychology Teachers - Postsecondary,Investigative,5.56
Psychology Teachers - Postsecondary,Artistic,3.85
Psychology Teachers - Postsecondary,Social,7
Psychology Teachers - Postsecondary,Enterprising,2.37
Psychology Teachers - Postsecondary,Conventional,3.26
Sociology Teachers - Postsecondary,Realistic,2.53
Sociology Teachers - Postsecondary,Investigative,5.57
Sociology Teachers - Postsecondary,Artistic,3.57
Sociology Teachers - Postsecondary,Social,6.66
Sociology Teachers - Postsecondary,Enterprising,2.56
Sociology Teachers - Postsecondary,Conventional,3.41
Health Specialties Teachers - Postsecondary,Realistic,3.48
Health Specialties Teachers - Postsecondary,Investigative,5.49
Health Specialties Teachers - Postsecondary,Artistic,2.93
Health Specialties Teachers - Postsecondary,Social,6.97
Health Specialties Teachers - Postsecondary,Enterprising,1.87
Health Specialties Teachers - Postsecondary,Conventional,3.71
Nursing Instructors and Teachers - Postsecondary,Realistic,3.01
Nursing Instructors and Teachers - Postsecondary,Investigative,4.84
Nursing Instructors and Teachers - Postsecondary,Artistic,3.29
Nursing Instructors and Teachers - Postsecondary,Social,7
Nursing Instructors and Teachers - Postsecondary,Enterprising,2.15
Nursing Instructors and Teachers - Postsecondary,Conventional,3.35
Education Teachers - Postsecondary,Realistic,2.69
Education Teachers - Postsecondary,Investigative,4.91
Education Teachers - Postsecondary,Artistic,3.52
Education Teachers - Postsecondary,Social,7
Education Teachers - Postsecondary,Enterprising,2.63
Education Teachers - Postsecondary,Conventional,3.54
Library Science Teachers - Postsecondary,Realistic,2.76
Library Science Teachers - Postsecondary,Investigative,5.47
Library Science Teachers - Postsecondary,Artistic,3.41
Library Science Teachers - Postsecondary,Social,6.35
Library Science Teachers - Postsecondary,Enterprising,2.29
Library Science Teachers - Postsecondary,Conventional,3.94
Criminal Justice and Law Enforcement Teachers - Postsecondary,Realistic,2.6
Criminal Justice and Law Enforcement Teachers - Postsecondary,Investigative,4.89
Criminal Justice and Law Enforcement Teachers - Postsecondary,Artistic,3.24
Criminal Justice and Law Enforcement Teachers - Postsecondary,Social,6.83
Criminal Justice and Law Enforcement Teachers - Postsecondary,Enterprising,3.44
Criminal Justice and Law Enforcement Teachers - Postsecondary,Conventional,3.66
Law Teachers - Postsecondary,Realistic,2.32
Law Teachers - Postsecondary,Investigative,5.31
Law Teachers - Postsecondary,Artistic,3.43
Law Teachers - Postsecondary,Social,6.49
Law Teachers - Postsecondary,Enterprising,3.52
Law Teachers - Postsecondary,Conventional,3.76
Social Work Teachers - Postsecondary,Realistic,2.32
Social Work Teachers - Postsecondary,Investigative,4.94
Social Work Teachers - Postsecondary,Artistic,3.65
Social Work Teachers - Postsecondary,Social,7
Social Work Teachers - Postsecondary,Enterprising,2.88
Social Work Teachers - Postsecondary,Conventional,3.42
Art - Drama - and Music Teachers - Postsecondary,Realistic,3.2
Art - Drama - and Music Teachers - Postsecondary,Investigative,4.1
Art - Drama - and Music Teachers - Postsecondary,Artistic,5.86
Art - Drama - and Music Teachers - Postsecondary,Social,6.93
Art - Drama - and Music Teachers - Postsecondary,Enterprising,2.12
Art - Drama - and Music Teachers - Postsecondary,Conventional,2.43
Communications Teachers - Postsecondary,Realistic,2.03
Communications Teachers - Postsecondary,Investigative,4.59
Communications Teachers - Postsecondary,Artistic,3.9
Communications Teachers - Postsecondary,Social,7
Communications Teachers - Postsecondary,Enterprising,3.19
Communications Teachers - Postsecondary,Conventional,3.36
English Language and Literature Teachers - Postsecondary,Realistic,2.35
English Language and Literature Teachers - Postsecondary,Investigative,4.76
English Language and Literature Teachers - Postsecondary,Artistic,4.19
English Language and Literature Teachers - Postsecondary,Social,7
English Language and Literature Teachers - Postsecondary,Enterprising,2.41
English Language and Literature Teachers - Postsecondary,Conventional,3.55
Foreign Language and Literature Teachers - Postsecondary,Realistic,2.12
Foreign Language and Literature Teachers - Postsecondary,Investigative,4.42
Foreign Language and Literature Teachers - Postsecondary,Artistic,3.99
Foreign Language and Literature Teachers - Postsecondary,Social,7
Foreign Language and Literature Teachers - Postsecondary,Enterprising,2.57
Foreign Language and Literature Teachers - Postsecondary,Conventional,3.7
History Teachers - Postsecondary,Realistic,2.87
History Teachers - Postsecondary,Investigative,5.41
History Teachers - Postsecondary,Artistic,3.89
History Teachers - Postsecondary,Social,6.89
History Teachers - Postsecondary,Enterprising,2.5
History Teachers - Postsecondary,Conventional,3.57
Philosophy and Religion Teachers - Postsecondary,Realistic,2.44
Philosophy and Religion Teachers - Postsecondary,Investigative,5.14
Philosophy and Religion Teachers - Postsecondary,Artistic,3.77
Philosophy and Religion Teachers - Postsecondary,Social,7
Philosophy and Religion Teachers - Postsecondary,Enterprising,2.82
Philosophy and Religion Teachers - Postsecondary,Conventional,3.29
Family and Consumer Sciences Teachers - Postsecondary,Realistic,3.02
Family and Consumer Sciences Teachers - Postsecondary,Investigative,4.91
Family and Consumer Sciences Teachers - Postsecondary,Artistic,3.44
Family and Consumer Sciences Teachers - Postsecondary,Social,7
Family and Consumer Sciences Teachers - Postsecondary,Enterprising,2.71
Family and Consumer Sciences Teachers - Postsecondary,Conventional,3.53
Recreation and Fitness Studies Teachers - Postsecondary,Realistic,3.17
Recreation and Fitness Studies Teachers - Postsecondary,Investigative,4.78
Recreation and Fitness Studies Teachers - Postsecondary,Artistic,3.43
Recreation and Fitness Studies Teachers - Postsecondary,Social,7
Recreation and Fitness Studies Teachers - Postsecondary,Enterprising,2.51
Recreation and Fitness Studies Teachers - Postsecondary,Conventional,3.43
Career/Technical Education Teachers - Postsecondary,Realistic,3.75
Career/Technical Education Teachers - Postsecondary,Investigative,4.15
Career/Technical Education Teachers - Postsecondary,Artistic,3.14
Career/Technical Education Teachers - Postsecondary,Social,6.61
Career/Technical Education Teachers - Postsecondary,Enterprising,2.1
Career/Technical Education Teachers - Postsecondary,Conventional,3.29
Preschool Teachers - Except Special Education,Realistic,2.71
Preschool Teachers - Except Special Education,Investigative,2.77
Preschool Teachers - Except Special Education,Artistic,4.06
Preschool Teachers - Except Special Education,Social,7
Preschool Teachers - Except Special Education,Enterprising,2.63
Preschool Teachers - Except Special Education,Conventional,3.59
Kindergarten Teachers - Except Special Education,Realistic,2.59
Kindergarten Teachers - Except Special Education,Investigative,3.15
Kindergarten Teachers - Except Special Education,Artistic,4
Kindergarten Teachers - Except Special Education,Social,7
Kindergarten Teachers - Except Special Education,Enterprising,2.46
Kindergarten Teachers - Except Special Education,Conventional,3.73
Elementary School Teachers - Except Special Education,Realistic,2.55
Elementary School Teachers - Except Special Education,Investigative,3.38
Elementary School Teachers - Except Special Education,Artistic,3.99
Elementary School Teachers - Except Special Education,Social,7
Elementary School Teachers - Except Special Education,Enterprising,2.57
Elementary School Teachers - Except Special Education,Conventional,3.53
Middle School Teachers - Except Special and Career/Technical Education,Realistic,2.64
Middle School Teachers - Except Special and Career/Technical Education,Investigative,3.31
Middle School Teachers - Except Special and Career/Technical Education,Artistic,3.98
Middle School Teachers - Except Special and Career/Technical Education,Social,7
Middle School Teachers - Except Special and Career/Technical Education,Enterprising,2.55
Middle School Teachers - Except Special and Career/Technical Education,Conventional,3.6
Career/Technical Education Teachers - Middle School,Realistic,2.77
Career/Technical Education Teachers - Middle School,Investigative,3.41
Career/Technical Education Teachers - Middle School,Artistic,3.64
Career/Technical Education Teachers - Middle School,Social,7
Career/Technical Education Teachers - Middle School,Enterprising,2.2
Career/Technical Education Teachers - Middle School,Conventional,3.57
Secondary School Teachers - Except Special and Career/Technical Education,Realistic,2.85
Secondary School Teachers - Except Special and Career/Technical Education,Investigative,3.23
Secondary School Teachers - Except Special and Career/Technical Education,Artistic,3.71
Secondary School Teachers - Except Special and Career/Technical Education,Social,7
Secondary School Teachers - Except Special and Career/Technical Education,Enterprising,2.75
Secondary School Teachers - Except Special and Career/Technical Education,Conventional,3.63
Career/Technical Education Teachers - Secondary School,Realistic,2.83
Career/Technical Education Teachers - Secondary School,Investigative,3.34
Career/Technical Education Teachers - Secondary School,Artistic,3.62
Career/Technical Education Teachers - Secondary School,Social,7
Career/Technical Education Teachers - Secondary School,Enterprising,2.71
Career/Technical Education Teachers - Secondary School,Conventional,3.48
Special Education Teachers - Preschool,Realistic,2.42
Special Education Teachers - Preschool,Investigative,3.66
Special Education Teachers - Preschool,Artistic,3.85
Special Education Teachers - Preschool,Social,7
Special Education Teachers - Preschool,Enterprising,1.72
Special Education Teachers - Preschool,Conventional,3.28
Special Education Teachers - Kindergarten,Realistic,2.55
Special Education Teachers - Kindergarten,Investigative,3.8
Special Education Teachers - Kindergarten,Artistic,3.64
Special Education Teachers - Kindergarten,Social,7
Special Education Teachers - Kindergarten,Enterprising,1.75
Special Education Teachers - Kindergarten,Conventional,3.69
Special Education Teachers - Elementary School,Realistic,2.34
Special Education Teachers - Elementary School,Investigative,3.95
Special Education Teachers - Elementary School,Artistic,3.62
Special Education Teachers - Elementary School,Social,7
Special Education Teachers - Elementary School,Enterprising,1.79
Special Education Teachers - Elementary School,Conventional,3.46
Special Education Teachers - Middle School,Realistic,2.43
Special Education Teachers - Middle School,Investigative,3.89
Special Education Teachers - Middle School,Artistic,3.88
Special Education Teachers - Middle School,Social,7
Special Education Teachers - Middle School,Enterprising,1.8
Special Education Teachers - Middle School,Conventional,3.37
Special Education Teachers - Secondary School,Realistic,2.61
Special Education Teachers - Secondary School,Investigative,3.86
Special Education Teachers - Secondary School,Artistic,3.75
Special Education Teachers - Secondary School,Social,7
Special Education Teachers - Secondary School,Enterprising,1.95
Special Education Teachers - Secondary School,Conventional,3.24
Adapted Physical Education Specialists,Realistic,4.36
Adapted Physical Education Specialists,Investigative,3.62
Adapted Physical Education Specialists,Artistic,2.63
Adapted Physical Education Specialists,Social,7
Adapted Physical Education Specialists,Enterprising,1.79
Adapted Physical Education Specialists,Conventional,3.59
Adult Basic Education - Adult Secondary Education - and English as a Second Language Instructors,Realistic,2.44
Adult Basic Education - Adult Secondary Education - and English as a Second Language Instructors,Investigative,3.12
Adult Basic Education - Adult Secondary Education - and English as a Second Language Instructors,Artistic,3.73
Adult Basic Education - Adult Secondary Education - and English as a Second Language Instructors,Social,7
Adult Basic Education - Adult Secondary Education - and English as a Second Language Instructors,Enterprising,2.93
Adult Basic Education - Adult Secondary Education - and English as a Second Language Instructors,Conventional,3.47
Self-Enrichment Teachers,Realistic,2.61
Self-Enrichment Teachers,Investigative,2.95
Self-Enrichment Teachers,Artistic,4.14
Self-Enrichment Teachers,Social,7
Self-Enrichment Teachers,Enterprising,3.18
Self-Enrichment Teachers,Conventional,2.99
Substitute Teachers - Short-Term,Realistic,2.61
Substitute Teachers - Short-Term,Investigative,2.61
Substitute Teachers - Short-Term,Artistic,3.04
Substitute Teachers - Short-Term,Social,6.77
Substitute Teachers - Short-Term,Enterprising,2.45
